Name	Code	Sector
인크로스	216050	Communication Services
얼라인드제네틱스	238120	Healthcare
오가닉티코스메틱홀딩스	900300	Healthcare
클리오	237880	Consumer Defensive
삼성바이오로직스	207940	Healthcare
두산밥캣	241560	Industrials
핸디소프트	220180	Technology
엘앤케이바이오메드	156100	Healthcare
뉴파워프라즈마	144960	Technology
오션브릿지	241790	Technology
퓨쳐켐	220100	Healthcare
핸즈코퍼레이션	143210	Consumer Cyclical
디알텍	214680	Technology
에이트원	230980	Industrials
애니젠	196300	Healthcare
유니온커뮤니티	203450	Technology
마이크로프랜드	147760	Technology
넵튠	217270	Communication Services
티에스인베스트먼트	246690	Financial Services
디에스씨인베스트먼트	241520	Financial Services
드림시큐리티	203650	Technology
씨아이에스	222080	Industrials
유바이오로직스	206650	Healthcare
서플러스글로벌	140070	Industrials
호전실업	111110	Consumer Cyclical
디와이디	219550	Consumer Cyclical
피씨엘	241820	Healthcare
모바일어플라이언스	087260	Technology
에프엔에스테크	083500	Technology
신신제약	002800	Healthcare
에스디생명공학	217480	Healthcare
덴티움	145720	Healthcare
아스타	246720	Healthcare
모비스	250060	Industrials
코미코	183300	Basic Materials
서진시스템	178320	Industrials
유비쿼스	264450	Technology
와이아이케이	232140	Technology
이엘피	063760	Technology
에이피시스템	265520	Technology
크라운제과(신설)	264900	Consumer Defensive
켐온	217600	Healthcare
와이엠티	251370	Technology
우정바이오	215380	Healthcare
하나머티리얼즈	166090	Technology
토박스코리아	215480	Consumer Cyclical
이노인스트루먼트	215790	Technology
현대건설기계	267270	Consumer Cyclical
에이치디현대	267250	Consumer Defensive
현대일렉트릭앤에너지시스템	267260	Industrials
경동도시가스(신설)	267290	Utilities
넷마블	251270	Communication Services
고려시멘트	198440	Basic Materials
미원스페셜티케미칼(신설)	268280	Basic Materials
필옵틱스	161580	Technology
삼양옵틱스	225190	Technology
매일유업	267980	Consumer Defensive
보라티알	250000	Consumer Defensive
넥슨게임즈	225570	Communication Services
오리온	271560	Consumer Defensive
이녹스첨단소재	272290	Technology
아우딘퓨쳐스	227610	Consumer Defensive
브이원텍	251630	Technology
제일약품(신설)	271980	Healthcare
힘스	238490	Technology
이즈미디어	181340	Technology
셀트리온헬스케어	091990	Healthcare
디앤씨미디어	263720	Communication Services
지니언스	263860	Technology
데이타솔루션	263800	Technology
모트렉스	118990	Consumer Cyclical
컬러레이홀딩스	900310	Basic Materials
알에스오토메이션	140670	Technology
케일럼	258610	Utilities
덕우전자	263600	Technology
디딤	217620	Consumer Cyclical
알에프에이치아이씨	218410	Basic Materials
케이피에스	256940	Technology
펄어비스	263750	Technology
앱클론	174900	Healthcare
세화피앤씨	252500	Communication Services
글로벌텍스프리	204620	Financial Services
선익시스템	171090	Technology
엠플러스	259630	Industrials
신흥에스이씨	243840	Industrials
유티아이	179900	Technology
야스	255440	Technology
켐트로스	220260	Basic Materials
상신전자	263810	Technology
휴마시스	205470	Healthcare
폴라리스세원	234100	Industrials
영화테크	265560	Consumer Cyclical
롯데제과(신설)	280360	Consumer Defensive
테이팩스	055490	Financial Services
비디아이	148140	Industrials
스튜디오드래곤	253450	Communication Services
동아타이어공업(신설)	282690	Consumer Cyclical
삼양패키징	272550	Consumer Defensive
비즈니스온커뮤니케이션	138580	Financial Services
대원	007680	Real Estate
체리부로	066360	Consumer Defensive
케이씨텍	281820	Technology
에스트래픽	234300	Industrials
메카로	241770	Technology
씨티케이	260930	Healthcare
비지에프리테일(신설)	282330	Real Estate
동양피스톤	092780	Industrials
진에어	272450	Industrials
케이에이치건설	226360	Industrials
로보로보	215100	Consumer Cyclical
디바이스이엔지	187870	Technology
시스웍	269620	Technology
클래시스	214150	Healthcare
미래생명자원	218150	Consumer Defensive
SK케미칼	285130	Healthcare
쿠쿠홈시스	284740	Financial Services
씨앤지하이테크	264660	Technology
에스지이	255220	Basic Materials
배럴	267790	Consumer Cyclical
링크제니시스	219420	Technology
카페24	042000	Communication Services
알리코제약	260660	Healthcare
농업회사법인아시아종묘	154030	Consumer Defensive
패션플랫폼	225590	Communication Services
동구바이오제약	006620	Healthcare
엔지켐생명과학	183490	Healthcare
오스테오닉	226400	Basic Materials
린드먼아시아인베스트먼트	277070	Financial Services
애경산업	018250	Financial Services
유에스티	263770	Financial Services
케어랩스	263700	Healthcare
JTC KDR	950170	Consumer Cyclical
러셀	217500	Technology
제노레이	122310	Healthcare
